GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES,ORG_NAME
M83070,ST20 0GP,05V,Q60,Y55,8003,4065,3938,GNOSALL
M83071,ST13 6QR,05G,Q60,Y55,12075,6027,6048,PARK MEDICAL CENTRE
M83072,WS7 1AQ,05Q,Q60,Y55,11765,5973,5792,SALTERS MEADOW HEALTH CTR
M83073,DE15 9QD,05D,Q60,Y55,9764,4935,4829,STAPENHILL MEDICAL CENTRE
M83074,ST14 8JG,05D,Q60,Y55,13669,6956,6713,BALANCE STREET
M83075,ST1 4PB,05W,Q60,Y55,7821,4299,3522,NORFOLK STREET SURGERY
M83076,ST1 3RX,05W,Q60,Y55,9611,5342,4269,HARLEY STREET MEDICAL CTR
M83078,WS13 6JL,05Q,Q60,Y55,8413,4055,4358,CLOISTERS MEDICAL PRACT.
M83079,ST13 6LU,05G,Q60,Y55,8880,4320,4560,DR D HUGHES & PARTNERS
M83080,WS6 6EW,04Y,Q60,Y55,1991,976,1015,LANDYWOOD LANE SURGERY
M83082,ST6 5BE,05W,Q60,Y55,11468,5658,5810,THE HAYMARKET HEALTH CTR
M83084,ST7 4AY,05G,Q60,Y55,7015,3463,3552,DR ROBINSON & PARTNERS
M83088,B79 7EA,05Q,Q60,Y55,15136,7505,7631,HOLLIES PRACTICE
M83089,ST8 6AG,05G,Q60,Y55,10689,5308,5381,BIDDULPH DOCTORS
M83090,ST3 4LL,05W,Q60,Y55,3579,1877,1702,DUNROBIN STREET MEDICAL CENTRE
M83092,ST21 6BW,05V,Q60,Y55,7336,3669,3667,CROWN SURGERY
M83093,WV5 8DX,05Q,Q60,Y55,6256,3061,3195,DALE MEDICAL CENTRE
M83094,ST6 7NN,05W,Q60,Y55,14222,6960,7262,BROOK MEDICAL CENTRE
M83096,ST10 1BH,05G,Q60,Y55,6367,3264,3103,DR KS UPTON'S PRACTICE
M83097,WV8 1DX,05Q,Q60,Y55,7578,3648,3930,BILBROOK
M83100,ST3 6AB,05W,Q60,Y55,3894,1933,1961,DR P D MILES AND DR R VALASAPALLI
M83102,ST2 0JG,05W,Q60,Y55,4407,2184,2223,POTTERIES MEDICAL CENTRE
M83103,ST10 1HJ,05G,Q60,Y55,4133,2056,2077,DR P CRAVEN'S PRACTICE
M83107,WS11 1QD,04Y,Q60,Y55,3432,1736,1696,BIDEFORD WAY SURGERY
M83108,ST10 1EY,05G,Q60,Y55,7480,3719,3761,DR DO YATES' PRACTICE
M83109,WS12 4DJ,04Y,Q60,Y55,2473,1244,1229,DR VK SINGH
M83110,B77 2ED,05Q,Q60,Y55,2190,1131,1059,HEATHVIEW MEDICAL CENTRE
M83111,B79 7BH,05Q,Q60,Y55,1563,849,714,RIVERSIDE SURGERY
M83113,B77 4JA,05Q,Q60,Y55,2012,979,1033,DR KHARE'S SURGERY
M83115,WS7 2EY,05Q,Q60,Y55,1855,907,948,DR AHMAD'S SURGERY
M83117,B79 7EA,05Q,Q60,Y55,4469,2196,2273,CROWN MEDICAL PRACTICE
M83121,ST10 4EG,05G,Q60,Y55,6124,3059,3065,TEAN SURGERY
M83122,ST10 3HY,05G,Q60,Y55,3282,1700,1582,WATERHOUSES MEDICAL PRACT
M83123,ST1 6RS,05W,Q60,Y55,6524,3327,3197,BIRCHES HEAD MEDICAL CTR.
M83125,WV5 7BY,05Q,Q60,Y55,4360,2167,2193,CLAVERLEY
M83126,ST3 2EJ,05W,Q60,Y55,6213,3033,3180,LONGTON HALL SURGERY
M83127,ST6 2JN,05W,Q60,Y55,4478,2244,2234,COBRIDGE SURGERY
M83128,ST3 1LG,05W,Q60,Y55,4622,2295,2327,MERTON SURGERY
M83129,WS12 3TG,04Y,Q60,Y55,10302,5148,5154,HEATH HAYES HEALTH CENTRE
M83130,WS11 5XY,04Y,Q60,Y55,4066,2079,1987,RED LION SURGERY
M83132,WV6 7PD,05Q,Q60,Y55,5943,2952,2991,LAKESIDE
M83133,ST3 4JD,05W,Q60,Y55,2312,1255,1057,PRACTICE OF DR GT CHAND
M83134,ST4 4BX,05W,Q60,Y55,3611,1880,1731,THE SURGERY FODEN STREET
M83138,ST4 8EX,05W,Q60,Y55,5049,2500,2549,DRS SHAH SURGERY
M83139,WS11 6DE,04Y,Q60,Y55,5034,2493,2541,MOSS STREET SURGERY
M83140,ST5 2UE,05G,Q60,Y55,3995,1954,2041,HIGHERLAND SURGERY
M83141,ST5 3HP,05G,Q60,Y55,8363,4054,4309,KINGSBRIDGE MEDICAL CENTRE
M83143,ST6 5QJ,05W,Q60,Y55,4266,2138,2128,GOLDENHILL MEDICAL CENTRE
M83146,ST1 3NJ,05W,Q60,Y55,8009,3891,4118,THE MOORCROFT MEDICAL CTR
M83148,B79 7DJ,05Q,Q60,Y55,13741,6700,7041,THE PEEL MEDICAL PRACTICE
M83601,ST4 8LT,05W,Q60,Y55,3758,1832,1926,BRINSLEY AVENUE PRACTICE
M83608,WS6 6EW,04Y,Q60,Y55,3607,1815,1792,GREAT WYRLEY HEALTH CENTRE
M83613,WS6 6EW,04Y,Q60,Y55,1989,1011,978,WARDLES LANE SURGERY
M83616,WS11 5XY,04Y,Q60,Y55,8304,4209,4095,DR I RASIB & PARTNERS
M83617,WS13 7HT,05Q,Q60,Y55,9545,4779,4766,THE SPIRES PRACTICE
M83619,ST4 7JB,05W,Q60,Y55,1850,927,923,DRS REES & LEFROY
M83623,ST1 4PB,05W,Q60,Y55,4531,2581,1950,SNOWHILL MEDICAL CENTRE
M83624,ST2 9AJ,05W,Q60,Y55,2606,1367,1239,CAMBRIDGE HOUSE
M83625,ST2 8DH,05W,Q60,Y55,6689,3450,3239,DR VSR CHADALAVADA
M83627,ST6 2JN,05W,Q60,Y55,5574,2988,2586,APSLEY SURGERY
M83629,ST3 1EQ,05W,Q60,Y55,3208,1629,1579,DRAYTON ROAD SURGERY
M83631,ST3 1EQ,05W,Q60,Y55,2960,1522,1438,PRACTICE OF DR BD PATEL
M83632,ST11 9HQ,05W,Q60,Y55,4103,2033,2070,TRINITY MEDICAL CENTRE
M83637,WS11 5JT,04Y,Q60,Y55,4052,2010,2042,CHADSMOOR MEDICAL PRACTICE
M83638,WS11 1DJ,04Y,Q60,Y55,13852,6672,7180,THE COLLIERY PRACTICE
M83639,WS12 4DJ,04Y,Q60,Y55,3122,1637,1485,DR A YI
M83640,ST10 4AP,05G,Q60,Y55,2416,1268,1148,ALTON SURGERY
M83641,ST14 5JX,05D,Q60,Y55,1962,989,973,MILL VIEW SURGERY
M83650,ST6 6BE,05W,Q60,Y55,2272,1178,1094,DR BOSE & DR BOYAPATI'S PRACTICE
M83661,ST3 5DQ,05W,Q60,Y55,1854,966,888,ADDERLEY GREEN SURGERY
M83662,WS11 1AB,04Y,Q60,Y55,2293,1116,1177,NEWHALL STREET SURGERY
M83665,ST7 1NY,05G,Q60,Y55,4380,2212,2168,R J MITCHELL MEDICAL CENTRE
M83668,WV6 7QL,05Q,Q60,Y55,3591,1738,1853,TAMAR MEDICAL CENTRE
M83669,ST6 6BE,05W,Q60,Y55,3989,2013,1976,DR SONNATHI'S SURGERY
M83670,ST5 5BG,05G,Q60,Y55,6344,3059,3285,KEELE PRACTICE
M83678,ST4 8EX,05W,Q60,Y55,2148,1093,1055,PRACTICE OF DR HA TALPUR
M83680,ST14 7FN,05D,Q60,Y55,5400,2560,2840,NORTHGATE SURGERY
M83681,DE14 3LS,05D,Q60,Y55,7719,4206,3513,ALL SAINTS SURGERY
M83682,ST6 2AB,05W,Q60,Y55,6003,3276,2727,LUCIE WEDGWOOD HEALTH CTR
M83691,CW3 9BL,05G,Q60,Y55,1841,954,887,BETLEY SURGERY
M83692,WS7 0EW,05Q,Q60,Y55,6280,3146,3134,FULFEN PRACTICE
M83693,B77 3BZ,05Q,Q60,Y55,6197,3090,3107,TRI-LINKS MEDICAL PRACTICE
M83695,ST3 6AB,05W,Q60,Y55,1167,666,501,THE HIGH RIDGE SURGERY
M83697,ST5 9GA,05G,Q60,Y55,2130,1057,1073,MILEHOUSE MEDICAL PRACTICE
M83698,WS6 6JZ,04Y,Q60,Y55,2991,1476,1515,SOUTHFIELD WAY SURGERY
M83700,ST1 4PB,05W,Q60,Y55,3349,1854,1495,FIVE TOWNS GP SURGERY
M83701,ST7 1QQ,05G,Q60,Y55,3692,1842,1850,TALKE PITS CLINIC
M83703,WS15 1DU,04Y,Q60,Y55,4115,2009,2106,BRERETON SURGERY
M83705,B77 4JA,05Q,Q60,Y55,1926,1003,923,DR YANNAMANI'S SURGERY
M83706,B77 4JA,05Q,Q60,Y55,2086,1064,1022,DR VIJE'S SURGERY
M83708,ST3 6AB,05W,Q60,Y55,1402,735,667,WESTON COYNEY MEDICAL PRACTICE
M83709,ST9 9PB,05W,Q60,Y55,5356,2650,2706,BADDELEY GREEN SURGERY
M83711,ST4 8XP,05W,Q60,Y55,3400,1631,1769,TRENTHAM MEWS MEDICAL CENTRE
M83712,ST3 4JD,05W,Q60,Y55,2738,1480,1258,PRACTICE OF DR AK SINHA
M83713,ST3 6AB,05W,Q60,Y55,4928,2496,2432,DR H P BORSE & PARTNER
M83714,ST4 7JB,05W,Q60,Y55,1343,709,634,PRACTICE OF DR SB KULKARNI
M83715,WV10 7BS,05Q,Q60,Y55,4647,2302,2345,FEATHERSTONE
M83717,WS11 9SE,04Y,Q60,Y55,3055,1516,1539,NORTON CANES SURGERY
M83718,DE14 3RH,05D,Q60,Y55,3304,1663,1641,PEEL CROFT
M83719,WS12 1JF,04Y,Q60,Y55,4276,2144,2132,RAWNSLEY SURGERY
M83722,WS12 4DH,04Y,Q60,Y55,3620,1821,1799,DR M MURUGAN
M83723,ST5 7JS,05G,Q60,Y55,2902,1365,1537,LOOMER ROAD SURGERY
M83725,ST3 3BS,05W,Q60,Y55,3130,1598,1532,PRACTICE OF DR JA MIR
M83726,DE14 3AG,05D,Q60,Y55,4004,2042,1962,KING STREET
M83727,WS11 9SE,04Y,Q60,Y55,4147,2099,2048,NORTON CANES PRACTICE
M83733,B77 5LB,05Q,Q60,Y55,2422,1275,1147,DRS YARRA & JOHN
M83738,WS15 2AB,04Y,Q60,Y55,5002,2407,2595,AELFGAR SURGERY
M83739,ST7 4SS,05W,Q60,Y55,3513,1732,1781,PACKMOOR MEDICAL CENTRE
M84001,CV11 5TW,05H,Q53,Y55,15292,7492,7800,RED ROOFS SURGERY
M84002,B80 7QU,05R,Q53,Y55,6288,3172,3116,POOL MEDICAL CENTRE
M84003,CV10 8LW,05H,Q53,Y55,9589,4755,4834,ARBURY MEDICAL CENTRE
M84004,CV21 3AQ,05A,Q53,Y55,13843,7053,6790,WHITEHALL MEDICAL PRACTICE
M84005,CV10 0JH,05H,Q53,Y55,2359,1234,1125,DR CHAUDHURI'S PRACTICE
M84006,B78 2NR,05H,Q53,Y55,10520,5243,5277,PEAR TREE SURGERY
M84007,B78 1QA,05H,Q53,Y55,11891,5893,5998,POLESWORTH & DORDON GROUP PRACTICE
M84008,CV7 8FD,05H,Q53,Y55,10170,5048,5122,SPRING HILL MEDICAL CENTRE
M84009,CV47 2YG,05R,Q53,Y55,5450,2725,2725,FENNY COMPTON SURGERY
M84010,CV34 5GJ,05R,Q53,Y55,8964,4580,4384,AVONSIDE HEALTH CENTRE
M84011,CV12 8NQ,05H,Q53,Y55,13512,6659,6853,DR SINGH & PARTNERS
M84012,CV6 2FL,05A,Q53,Y55,12426,6151,6275,PARK LEYS MEDICAL PRACTICE
M84013,CV8 1JP,05R,Q53,Y55,12288,6039,6249,CASTLE MEDICAL CENTRE
M84014,CV37 6HE,05R,Q53,Y55,9742,4826,4916,BRIDGE HOUSE MEDICAL CENTRE
M84015,CV31 1SA,05R,Q53,Y55,10839,5440,5399,CROFT MEDICAL CENTRE
M84016,CV8 3HG,05A,Q53,Y55,4254,2156,2098,WOLSTON SURGERY
M84017,CV32 5SS,05R,Q53,Y55,13000,6384,6616,CLARENDON LODGE MEDICAL CENTRE
M84018,B50 4LX,05R,Q53,Y55,10949,5456,5493,BIDFORD HEALTH CENTRE
M84019,CV9 1EU,05H,Q53,Y55,15127,7502,7625,THE ATHERSTONE SURGERY
M84020,CV21 3QF,05A,Q53,Y55,13278,6778,6500,CLIFTON ROAD SURGERY
M84021,CV37 6PP,05R,Q53,Y55,13192,6433,6759,ROTHER HOUSE MEDICAL CENTRE
M84022,CV11 5HX,05H,Q53,Y55,9199,4553,4646,MANOR COURT SURGERY
M84023,CV21 3SP,05A,Q53,Y55,20043,10417,9626,CENTRAL SURGERY
M84024,B95 5DD,05R,Q53,Y55,6833,3359,3474,HENLEY-IN-ARDEN MED CTR
M84025,CV36 4BQ,05R,Q53,Y55,11342,5561,5781,SHIPSTON MEDICAL CENTRE
M84026,CV47 1NY,05R,Q53,Y55,8158,4072,4086,SOUTHAM SURGERY
M84027,CV12 8AB,05H,Q53,Y55,2492,1345,1147,LEICESTER ROAD
M84028,CV34 4UN,05R,Q53,Y55,13833,6835,6998,PRIORY MEDICAL CENTRE
M84029,CV32 7AT,05R,Q53,Y55,7048,3524,3524,CUBBINGTON RD SURGERY
M84030,CV35 9NF,05R,Q53,Y55,10833,5338,5495,HASTINGS HOUSE SURGERY
M84031,CV23 0LU,05A,Q53,Y55,5729,2819,2910,REVEL SURGERY
M84032,CV31 2BB,05R,Q53,Y55,11613,6210,5403,WATERSIDE MEDICAL CENTRE
M84034,CV11 4SB,05H,Q53,Y55,1930,981,949,WHITESTONE SURGERY
M84035,CV21 2DN,05A,Q53,Y55,10628,5311,5317,WESTSIDE MEDICAL CENTRE
M84036,CV8 1JD,05R,Q53,Y55,13392,6640,6752,ABBEY MEDICAL CENTRE
M84037,CV11 6AB,05H,Q53,Y55,10360,5104,5256,THE GRANGE MEDICAL CENTRE
M84038,CV34 4JP,05R,Q53,Y55,4585,2312,2273,CAPE ROAD SURGERY
M84040,CV32 4RA,05R,Q53,Y55,9719,4981,4738,SHERBOURNE MEDICAL CENTRE
M84041,CV11 5QT,05H,Q53,Y55,4455,2330,2125,RIVERSLEY ROAD SURGERY
M84042,B46 3LD,05H,Q53,Y55,9695,4808,4887,HAZELWOOD GROUP PRACTICE
M84043,CV37 6NQ,05R,Q53,Y55,16713,8322,8391,TRINITY COURT SURGERY
M84044,CV33 9HR,05R,Q53,Y55,5821,2904,2917,HARBURY SURGERY
M84045,CV12 8NQ,05H,Q53,Y55,6271,3137,3134,DR REILY & PARTNERS
M84046,CV22 6AP,05A,Q53,Y55,7606,3765,3841,DUNCHURCH SURGERY
M84047,B94 5DY,05R,Q53,Y55,4283,2148,2135,TANWORTH-IN-ARDEN MED CTR
M84048,B46 1TH,05H,Q53,Y55,3960,1948,2012,SATIS HOUSE
M84049,B49 6QR,05R,Q53,Y55,5263,2563,2700,ALCESTER HEALTH CENTRE
M84050,CV21 3HX,05A,Q53,Y55,6484,3168,3316,MARKET QUARTER MEDICAL PRACTICE
M84051,CV11 5PQ,05H,Q53,Y55,10973,5406,5567,OLD MILL SURGERY
M84055,CV10 8EJ,05H,Q53,Y55,2590,1352,1238,STOCKINGFORD MEDICAL CENTRE
M84057,CV11 4UZ,05H,Q53,Y55,2758,1446,1312,THE CHAUCERS SURGERY
M84059,CV31 1NE,05R,Q53,Y55,3706,2019,1687,SPA MEDICAL CENTRE
M84060,B49 6QR,05R,Q53,Y55,4982,2477,2505,THE ARROW SURGERY
M84061,CV12 9JB,05H,Q53,Y55,5432,2656,2776,BULKINGTON SURGERY
M84062,CV35 0LP,05R,Q53,Y55,4692,2387,2305,VALE OF RED HORSE
M84063,CV34 6JY,05R,Q53,Y55,6480,3199,3281,THE NEW DISPENSARY
M84064,CV31 2LT,05R,Q53,Y55,5600,2787,2813,WHITNASH MEDICAL CENTRE
M84065,CV21 3HX,05A,Q53,Y55,3775,2127,1648,BEECH TREE MEDICAL PRACTICE
M84066,CV37 8TA,05R,Q53,Y55,3568,1768,1800,MEON MEDICAL CENTRE
M84067,CV21 2DN,05A,Q53,Y55,7688,3756,3932,BENNFIELD SURGERY
M84068,CV21 2SN,05A,Q53,Y55,6819,3385,3434,ALBERT STREET MEDICAL CENTRE
M84069,CV35 8SA,05R,Q53,Y55,4176,2139,2037,BUDBROOKE MEDICAL CENTRE
M84070,CV34 6DZ,05R,Q53,Y55,6738,3415,3323,WARWICK GATES FAM.HTH.CTR
M84603,CV31 2ES,05R,Q53,Y55,4295,2491,1804,LISLE COURT MEDICAL CTRE
M84608,B80 7HJ,05R,Q53,Y55,1953,894,1059,STUDLEY HEALTH CENTRE
M84609,CV12 0AJ,05H,Q53,Y55,3178,1589,1589,WOODLANDS SURGERY
M84612,CV9 1DB,05H,Q53,Y55,2881,1506,1375,STATION STREET SURGERY
M84615,CV10 0PB,05H,Q53,Y55,5527,2800,2727,CHANCERY LANE SURGERY
M84616,CV23 9NH,05A,Q53,Y55,3487,1711,1776,BROOKSIDE SURGERY
M84617,CV37 6PG,05R,Q53,Y55,2986,1449,1537,ARDEN MEDICAL CENTRE
M84618,CV12 9JE,05H,Q53,Y55,3454,1725,1729,RUGBY ROAD SURGERY
M84620,B94 6LH,05R,Q53,Y55,2464,1253,1211,LAPWORTH SURGERY
M84621,CV11 5LE,05H,Q53,Y55,2708,1358,1350,QUEENS ROAD SURGERY
M84624,CV10 0JH,05H,Q53,Y55,2110,1094,1016,CHAPEL END SURGERY
M84627,CV12 8LB,05H,Q53,Y55,2822,1388,1434,THE OLD COLE HOUSE PRACTICE
M84629,CV47 0FG,05R,Q53,Y55,3834,1872,1962,ST WULFSTAN SURGERY
M85001,B35 7QX,13P,Q54,Y55,4546,2249,2297,CASTLE VALE PRIMARY CARE CENTRE
M85002,B20 2ES,05L,Q54,Y55,16417,8619,7798,HANDSWORTH WOOD MED.CTR.
M85003,B14 7NN,13P,Q54,Y55,13112,6637,6475,M M P SOUTH BIRMINGHAM
M85005,B10 0JL,13P,Q54,Y55,8435,4419,4016,THE PARK MEDICAL CENTRE
M85006,B13 0HN,13P,Q54,Y55,7609,3772,3837,GREEN RIDGE SURGERY
M85007,B31 3HB,04X,Q54,Y55,4526,2304,2222,WEST HEATH SURGERY
M85008,B33 8NF,13P,Q54,Y55,2749,1366,1383,THE POOLWAY MEDICAL CENTRE
M85009,B20 2QR,05L,Q54,Y55,4723,2407,2316,HAMSTEAD ROAD SURGERY
M85010,B20 2HE,05L,Q54,Y55,2174,1157,1017,VITALITY GROVE LANE
M85011,B25 8AA,13P,Q54,Y55,8242,4066,4176,THE SWAN MEDICAL CENTRE
M85013,B33 9EJ,13P,Q54,Y55,2868,1438,1430,CHURCH LANE - KHAN
M85014,B24 8RD,13P,Q54,Y55,3005,1554,1451,KINGSBURY ROAD MEDICAL CENTRE
M85015,B11 4AN,13P,Q54,Y55,6120,3143,2977,SPARKHILL SURGERY
M85016,B44 0NN,13P,Q54,Y55,5500,2766,2734,DR KT PRASAD'S PRACTICE
M85018,B14 4DU,13P,Q54,Y55,9488,4674,4814,YARDLEY WOOD HEALTH CENTRE
M85019,B42 1BT,05L,Q54,Y55,13690,6607,7083,TOWER HILL PARTNERSHIP
M85020,B19 2JA,05L,Q54,Y55,11369,5802,5567,NEWTOWN HEALTH CENTRE
M85021,B13 8JS,13P,Q54,Y55,2521,1438,1083,MOSELEY MEDICAL CENTRE
M85023,B29 5QD,13P,Q54,Y55,9095,4419,4676,MILLENNIUM MEDICAL CENTRE
M85024,B10 0BS,04X,Q54,Y55,6073,3179,2894,THE LIMES MEDICAL CENTRE
M85025,B15 1LZ,04X,Q54,Y55,10126,5217,4909,BATH ROW MEDICAL PRACTICE
M85026,B76 1QN,13P,Q54,Y55,16112,7841,8271,DR AP BLIGHT'S PRACTICE
M85027,B45 9BU,13P,Q54,Y55,8807,4360,4447,LEACH HEATH MEDICAL CENTRE
M85028,B17 9DB,13P,Q54,Y55,24678,12162,12516,LORDSWOOD HOUSE GROUP MEDICAL PRACTICE
M85029,B30 1DH,04X,Q54,Y55,8241,3988,4253,GRANTON MEDICAL CENTRE
M85030,B31 1QT,13P,Q54,Y55,10626,5283,5343,NORTHFIELD HEALTH CENTRE F
M85031,B34 7BP,13P,Q54,Y55,11835,5746,6089,THE HARLEQUIN SURGERY
M85033,B72 1RL,13P,Q54,Y55,15214,7394,7820,THE MANOR PRACTICE
M85034,B9 5PU,13P,Q54,Y55,16487,8153,8334,OMNIA PRACTICE
M85035,B32 3SD,13P,Q54,Y55,4844,2349,2495,WOODGATE VALLEY HEALTH CENTRE
M85036,B27 6QR,13P,Q54,Y55,7424,3833,3591,DUDLEY PARK MEDICAL CENTRE
M85037,B14 6AA,04X,Q54,Y55,9088,4477,4611,KINGSFIELD MEDICAL CENTRE
M85038,B75 5BS,13P,Q54,Y55,11941,5770,6171,DR AS COUTTS & PARTNERS
M85041,B29 7DU,04X,Q54,Y55,8086,3718,4368,BOURNBROOK VARSITY MEDICAL CENTRE
M85042,B29 7NT,04X,Q54,Y55,4669,2433,2236,SELLY PARK SURGERY
M85043,B38 9TJ,04X,Q54,Y55,4958,2444,2514,HAWKESLEY MEDICAL PRACTICE
M85045,B14 5NG,04X,Q54,Y55,2211,1139,1072,SOUTH DOC LTD
M85046,B75 6DX,13P,Q54,Y55,7583,3744,3839,TUDOR PRACTICE
M85047,B31 2HZ,04X,Q54,Y55,6119,2944,3175,WOODLAND ROAD SURGERY
M85048,B26 3TP,05P,Q54,Y55,11488,5625,5863,CHURCH ROAD SURGERY
M85051,B12 9LP,04X,Q54,Y55,5697,3123,2574,FIRSTCARE PRACTICE
M85052,B31 1QT,13P,Q54,Y55,5614,2801,2813,NORTHFIELD HEALTH CENTRE Z
M85053,B7 5PR,13P,Q54,Y55,5510,2740,2770,THE ST.CLEMENTS SURGERY
M85055,B29 6JG,04X,Q54,Y55,4853,2465,2388,SELLY OAK HEALTH CENTRE
M85056,B29 5HA,04X,Q54,Y55,4976,2594,2382,WEOLEY PARK SURGERY
M85058,B17 0HG,04X,Q54,Y55,10162,4917,5245,HARBORNE MEDICAL PRACTICE
M85059,B14 5DJ,13P,Q54,Y55,1964,1002,962,MAYPOLE HEALTH CENTRE A
M85060,B44 9HU,13P,Q54,Y55,10732,5231,5501,DR JR NAIK & PARTNERS
M85061,B9 5PU,13P,Q54,Y55,11265,5625,5640,YARDLEY GREEN MEDICAL CTR-LEWIS
M85062,B29 4HH,13P,Q54,Y55,5956,2886,3070,SHENLEY GREEN SURGERY
M85063,B24 8NT,13P,Q54,Y55,38693,19408,19285,MMP-BIRMINGHAM NORTH EAST
M85064,B16 8HA,05L,Q54,Y55,4149,2341,1808,FIVE WAYS HEALTH CENTRE
M85065,B24 9JN,13P,Q54,Y55,10844,5327,5517,DR SN CLAY AND PARTNERS
M85066,B8 2JN,13P,Q54,Y55,6573,3237,3336,WARD END MEDICAL CENTRE
M85068,B72 1RL,13P,Q54,Y55,9147,4491,4656,THE VESEY PRACTICE
M85069,B6 6BB,05L,Q54,Y55,12138,6179,5959,LAURIE PIKE HEALTH CENTRE
M85070,B23 6DJ,13P,Q54,Y55,11552,5681,5871,RESERVOIR ROAD SURGERY
M85071,B38 8TE,04X,Q54,Y55,9607,4700,4907,WYCHALL LANE SURGERY
M85072,B21 0HR,05L,Q54,Y55,3552,1915,1637,VITALITY ST JAMES
M85074,B13 9HD,13P,Q54,Y55,9829,4882,4947,WAKE GREEN SURGERY
M85075,B9 4LS,04X,Q54,Y55,3091,1600,1491,B'HAM HEARTLANDS SURGERY
M85076,B31 5ER,13P,Q54,Y55,8768,4272,4496,HOLLYMOOR MEDICAL CENTRE
M85077,B30 1BY,04X,Q54,Y55,9159,4422,4737,NORTHWOOD MEDICAL CENTRE
M85078,B11 4BW,04X,Q54,Y55,6587,3690,2897,OAKWOOD SURGERY
M85079,B35 6EE,13P,Q54,Y55,7129,3406,3723,EDEN COURT MEDICAL PRACTICE
M85081,B23 5DD,13P,Q54,Y55,9749,4878,4871,THE DOVE MEDICAL PRACTICE
M85082,B21 9NH,05L,Q54,Y55,3975,2364,1611,HANDSWORTH MEDICAL PRACT.
M85083,B74 2UE,13P,Q54,Y55,11996,5785,6211,LEY HILL SURGERY
M85084,B12 0UF,04X,Q54,Y55,6571,3473,3098,THE WAND MEDICAL CENTRE
M85085,B12 8HE,05L,Q54,Y55,2029,1269,760,ANN JONES FAMILY HEALTH CTR
M85086,B31 4TU,04X,Q54,Y55,9098,4457,4641,COFTON MEDICAL CENTRE
M85087,B44 0HL,13P,Q54,Y55,9559,4558,5001,DR G HORTON'S PRACTICE
M85088,B16 9AL,04X,Q54,Y55,12388,6534,5854,KARIS MEDICAL CENTRE
M85092,B14 4JU,13P,Q54,Y55,7138,3540,3598,GOODREST CROFT SURGERY
M85094,B25 8BY,13P,Q54,Y55,1310,771,539,YARDLEY MEDICAL CENTRE
M85097,B26 3SE,13P,Q54,Y55,1838,945,893,CRANES PARK ROAD SURGERY
M85098,B16 0LU,05L,Q54,Y55,4491,2416,2075,ROTTON PARK MEDICAL CENTRE
M85100,B20 3HE,05L,Q54,Y55,4127,2153,1974,SHANKLIN HOUSE SURGERY
M85103,B73 6SP,13P,Q54,Y55,7417,3654,3763,DR EIJ MORETON'S PRACTICE
M85105,B27 7XZ,13P,Q54,Y55,3718,1834,1884,VICTORIA ROAD SURGERY
M85107,B36 8LR,13P,Q54,Y55,2697,1334,1363,FIRS SURGERY
M85108,B10 9QE,13P,Q54,Y55,5510,2778,2732,SMALL HEATH MEDICAL PRACTICE
M85110,B8 1RZ,13P,Q54,Y55,3824,1995,1829,SALTLEY CENTRE FOR HEALTH CARE
M85111,B33 9EJ,13P,Q54,Y55,5172,2625,2547,CHURCH LANE MEDICAL CENTRE
M85113,B34 6BP,13P,Q54,Y55,5324,2690,2634,BUCKLANDS END LANE SURGERY
M85115,B23 5TJ,13P,Q54,Y55,2395,1279,1116,SUTTON ROAD SURGERY
M85116,B11 4AN,04X,Q54,Y55,6639,3469,3170,FERNLEY MEDICAL CENTRE
M85117,B32 3PR,13P,Q54,Y55,6098,2922,3176,BARTLEY GREEN MEDICAL PRACTICE
M85118,B28 0RF,13P,Q54,Y55,3822,1965,1857,BALDWINS LANE SURGERY
M85123,B6 6JY,05L,Q54,Y55,7593,4072,3521,AL-SHAFA MEDICAL CENTRE
M85124,B5 7LX,04X,Q54,Y55,7867,3935,3932,BELLEVUE MEDICAL CENTRE
M85127,B13 9LH,04X,Q54,Y55,3492,1791,1701,COLLEGE ROAD SURGERY
M85128,B12 9LP,04X,Q54,Y55,5488,2881,2607,BALSALL HEATH HEALTH CENTRE (W)
M85133,B20 3QP,05L,Q54,Y55,2416,1340,1076,CROMPTON ROAD SURGERY
M85134,B38 8AX,04X,Q54,Y55,2900,1486,1414,WEST HEATH PRIMARY C CTR
M85136,B14 5SB,04X,Q54,Y55,3925,1959,1966,DRUIDS HEATH SURGERY
M85139,B8 1JA,13P,Q54,Y55,5216,2747,2469,ALPHA MEDICAL PRACTICE
M85141,B34 6RB,13P,Q54,Y55,3012,1433,1579,SCHOOLACRE ROAD SURGERY
M85142,B30 3QT,13P,Q54,Y55,1489,757,732,KEYNELL COVERT
M85143,B32 3LE,13P,Q54,Y55,7226,3486,3740,JIGGINS LANE SURGERY
M85145,B20 2NR,05L,Q54,Y55,5583,2755,2828,THE SLIEVE SURGERY
M85146,B11 1TX,04X,Q54,Y55,4419,2463,1956,THE KHATTAK MEMORIAL SURGERY
M85149,B8 3QD,13P,Q54,Y55,5449,2928,2521,ALUM ROCK MEDICAL CENTRE
M85153,B11 4RA,04X,Q54,Y55,2538,1441,1097,WEATHER OAK MEDICAL CENTRE
